pcode,prolific_id,username,session,finished,block_global,period,block_in_period,task_label,difficulty,set_id,score,sent,emoji_label,msg_words,msg_len,msg,cat_states_a_number,cat_says_they_did_well,cat_says_they_did_badly,cat_mentions_the_task_being_hard,cat_blames_own_ability,cat_brags_about_own_ability,cat_names_an_emotion,cat_compares_to_own_expectation,cat_compares_across_blocks,cat_addresses_the_audience,cat_says_it_was_enjoyable,cat_sarcasm_or_gallows_humour,vocab_numerical,vocab_spatial,vocab_working_memory,vocab_abstract,n_categories,uncoded,task_specific,names_other_task,time_ref,time_comparative,time_specific,nonsense,sentiment_pos,sentiment_neg,sentiment
0q9gg4qy,69c45e1ec41a12dde0aac876,k,4nes3mql,True,5,2,2,Working memory,medium,medium_2,2,0,Negative,2,8,Too hard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
0q9gg4qy,69c45e1ec41a12dde0aac876,k,4nes3mql,True,6,2,3,Working memory,hard,hard_2,0,0,Negative,1,10,Impossible,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
1ux3am8b,69aafa2956b44dbc95d9a56e,AJ26,4nes3mql,True,1,1,1,Spatial reasoning,easy,easy_2,2,1,Neutral,8,36,did worse than I thought I would lol,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,-1
1ux3am8b,69aafa2956b44dbc95d9a56e,AJ26,4nes3mql,True,2,1,2,Spatial reasoning,medium,medium_1,3,1,Positive,4,16,didn't do so bad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
1ux3am8b,69aafa2956b44dbc95d9a56e,AJ26,4nes3mql,True,3,1,3,Spatial reasoning,hard,hard_1,2,0,Neutral,4,20,didn't do that great,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1ux3am8b,69aafa2956b44dbc95d9a56e,AJ26,4nes3mql,True,4,2,1,Abstract reasoning,easy,easy_2,5,0,Positive,3,11,I did great,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
1ux3am8b,69aafa2956b44dbc95d9a56e,AJ26,4nes3mql,True,5,2,2,Abstract reasoning,medium,medium_1,5,1,Positive,8,35,I did better than I thought I would,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1
1ux3am8b,69aafa2956b44dbc95d9a56e,AJ26,4nes3mql,True,6,2,3,Abstract reasoning,hard,hard_2,2,1,Neutral,11,48,"This one was a bit harder, I didn't do that well",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
2l0ytatc,69c13c0ad9ea03501703d527,KJ,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_2,4,1,Neutral,6,32,"Did pretty well, but missed one.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2l0ytatc,69c13c0ad9ea03501703d527,KJ,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_1,4,0,Positive,3,13,I did decent.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2l0ytatc,69c13c0ad9ea03501703d527,KJ,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_1,0,1,Negative,2,8,Did bad.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
2l0ytatc,69c13c0ad9ea03501703d527,KJ,4nes3mql,True,7,3,1,Spatial reasoning,easy,easy_2,3,1,Neutral,6,28,I did better than I thought.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1
2l0ytatc,69c13c0ad9ea03501703d527,KJ,4nes3mql,True,8,3,2,Spatial reasoning,medium,medium_2,0,1,Negative,3,10,I did bad!,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
2l0ytatc,69c13c0ad9ea03501703d527,KJ,4nes3mql,True,9,3,3,Spatial reasoning,hard,hard_1,3,1,Positive,6,28,I did better than I thought.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1
2n6g3i0s,69fe16237f64f9b270be8071,CM,4nes3mql,False,4,2,1,Working memory,easy,easy_2,4,1,Positive,2,10,good luck,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2n6g3i0s,69fe16237f64f9b270be8071,CM,4nes3mql,False,5,2,2,Working memory,medium,medium_2,1,1,Negative,5,21,way too fast for me,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2n6g3i0s,69fe16237f64f9b270be8071,CM,4nes3mql,False,6,2,3,Working memory,hard,hard_2,1,1,Negative,8,31,so sad im not too good at these,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
2n6g3i0s,69fe16237f64f9b270be8071,CM,4nes3mql,False,7,3,1,Numerical reasoning,easy,easy_2,3,1,Neutral,2,15,getting harder,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0
2oky51f9,69fcc8642de981c893eb6958,genxbutterfly,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_1,5,1,Positive,4,20,Pretty good so far.,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1
2oky51f9,69fcc8642de981c893eb6958,genxbutterfly,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,2,1,Neutral,1,6,Yikes!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
2oky51f9,69fcc8642de981c893eb6958,genxbutterfly,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_1,2,0,Neutral,3,9,Oh no lol,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2oky51f9,69fcc8642de981c893eb6958,genxbutterfly,4nes3mql,True,4,2,1,Spatial reasoning,easy,easy_2,1,0,Negative,4,11,No no oh no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2oky51f9,69fcc8642de981c893eb6958,genxbutterfly,4nes3mql,True,5,2,2,Spatial reasoning,medium,medium_1,2,0,Negative,4,14,Do I have to?,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2oky51f9,69fcc8642de981c893eb6958,genxbutterfly,4nes3mql,True,6,2,3,Spatial reasoning,hard,hard_2,1,0,Negative,10,58,Oh my! I have always been terrible with spatial relations.,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,-1
2pu2mfou,6a0096aa88d8d5acbe62aea5,Lopez,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_1,5,1,Positive,3,12,I am excited,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2pu2mfou,6a0096aa88d8d5acbe62aea5,Lopez,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,4,0,Positive,4,17,I love this game.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
2pu2mfou,6a0096aa88d8d5acbe62aea5,Lopez,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,4,0,Positive,1,11,interesting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2pu2mfou,6a0096aa88d8d5acbe62aea5,Lopez,4nes3mql,True,7,3,1,Spatial reasoning,easy,easy_1,3,0,Positive,3,12,I am excited,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2pu2mfou,6a0096aa88d8d5acbe62aea5,Lopez,4nes3mql,True,8,3,2,Spatial reasoning,medium,medium_1,1,0,Positive,1,11,interesting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2pu2mfou,6a0096aa88d8d5acbe62aea5,Lopez,4nes3mql,True,9,3,3,Spatial reasoning,hard,hard_1,2,0,Neutral,3,19,I performed poorly.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
3ijn0kbl,6a11c023ec847ce1395368e1,CL,4nes3mql,True,1,1,1,Working memory,easy,easy_1,5,1,Positive,5,25,great feel for the result,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3ijn0kbl,6a11c023ec847ce1395368e1,CL,4nes3mql,True,2,1,2,Working memory,medium,medium_2,0,1,Negative,6,25,too bad i got non correct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-1
3ijn0kbl,6a11c023ec847ce1395368e1,CL,4nes3mql,True,3,1,3,Working memory,hard,hard_2,1,1,Neutral,2,7,I tried,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3ijn0kbl,6a11c023ec847ce1395368e1,CL,4nes3mql,True,7,3,1,Numerical reasoning,easy,easy_2,5,1,Positive,3,18,never expected all,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3ijn0kbl,6a11c023ec847ce1395368e1,CL,4nes3mql,True,8,3,2,Numerical reasoning,medium,medium_1,3,1,Neutral,1,5,tough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
3ijn0kbl,6a11c023ec847ce1395368e1,CL,4nes3mql,True,9,3,3,Numerical reasoning,hard,hard_1,0,1,Negative,1,11,challenging,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3w9ubh5a,6a1db4d50cadfea4ace0ad2a,Lovely,4nes3mql,True,1,1,1,Abstract reasoning,easy,easy_2,3,1,Positive,11,53,"I am trying my best, but this task is so challenging.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3w9ubh5a,6a1db4d50cadfea4ace0ad2a,Lovely,4nes3mql,True,2,1,2,Abstract reasoning,medium,medium_1,2,1,Neutral,2,11,Hard phase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
3w9ubh5a,6a1db4d50cadfea4ace0ad2a,Lovely,4nes3mql,True,3,1,3,Abstract reasoning,hard,hard_1,1,0,Negative,5,25,Hard phase to know answer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
3w9ubh5a,6a1db4d50cadfea4ace0ad2a,Lovely,4nes3mql,True,4,2,1,Working memory,easy,easy_1,5,1,Positive,3,16,This looks good.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3w9ubh5a,6a1db4d50cadfea4ace0ad2a,Lovely,4nes3mql,True,5,2,2,Working memory,medium,medium_2,0,0,Negative,2,11,That's hard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
3w9ubh5a,6a1db4d50cadfea4ace0ad2a,Lovely,4nes3mql,True,6,2,3,Working memory,hard,hard_1,0,0,Negative,3,21,That's very difficult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
4s05upbq,67d46a8b5b34b2142875e4a4,J,4nes3mql,True,4,2,1,Working memory,easy,easy_1,5,1,Neutral,9,39,"I didn't do well, math is not my forte.",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,1
4s05upbq,67d46a8b5b34b2142875e4a4,J,4nes3mql,True,5,2,2,Working memory,medium,medium_1,2,1,Neutral,8,43,"Only slightly better, not all of them wrong",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
4s05upbq,67d46a8b5b34b2142875e4a4,J,4nes3mql,True,6,2,3,Working memory,hard,hard_2,0,1,Negative,3,17,"Okay, I'm cooked.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4s05upbq,67d46a8b5b34b2142875e4a4,J,4nes3mql,True,7,3,1,Abstract reasoning,easy,easy_2,0,0,Negative,5,25,Now this is just stupid.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-1
4s05upbq,67d46a8b5b34b2142875e4a4,J,4nes3mql,True,8,3,2,Abstract reasoning,medium,medium_2,0,0,Neutral,3,16,Nope got nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4s05upbq,67d46a8b5b34b2142875e4a4,J,4nes3mql,True,9,3,3,Abstract reasoning,hard,hard_2,0,0,Neutral,3,11,Not for me.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53a6zigc,695c76d277e610a000cc4bfe,Prolifical,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_1,5,1,Positive,3,14,Fairly easy :D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
53a6zigc,695c76d277e610a000cc4bfe,Prolifical,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_1,5,1,Positive,1,6,hooray,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
53a6zigc,695c76d277e610a000cc4bfe,Prolifical,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_1,4,1,Negative,2,10,missed one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53a6zigc,695c76d277e610a000cc4bfe,Prolifical,4nes3mql,True,4,2,1,Abstract reasoning,easy,easy_1,3,0,Negative,2,11,nooooo whyy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53a6zigc,695c76d277e610a000cc4bfe,Prolifical,4nes3mql,True,5,2,2,Abstract reasoning,medium,medium_1,3,1,Negative,1,11,rthsrthsrth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53a6zigc,695c76d277e610a000cc4bfe,Prolifical,4nes3mql,True,6,2,3,Abstract reasoning,hard,hard_1,0,0,Negative,1,6,whoops,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71uwqxuo,67745cfb4893225ef8d4bc4a,Eddd,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_2,3,0,Neutral,2,8,I'm okay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71uwqxuo,67745cfb4893225ef8d4bc4a,Eddd,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,0,0,Negative,5,20,i'm not good at math,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1
71uwqxuo,67745cfb4893225ef8d4bc4a,Eddd,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,2,0,Neutral,2,6,i'm ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71uwqxuo,67745cfb4893225ef8d4bc4a,Eddd,4nes3mql,True,7,3,1,Spatial reasoning,easy,easy_2,1,0,Neutral,3,7,i am ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71uwqxuo,67745cfb4893225ef8d4bc4a,Eddd,4nes3mql,True,8,3,2,Spatial reasoning,medium,medium_1,1,0,Negative,6,22,i am not good at these,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
71uwqxuo,67745cfb4893225ef8d4bc4a,Eddd,4nes3mql,True,9,3,3,Spatial reasoning,hard,hard_1,2,0,Neutral,3,12,i feel bored,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
7teyu6ff,6a1a044f8d5dd96837dc9ae7,Ade.,4nes3mql,True,1,1,1,Spatial reasoning,easy,easy_2,0,1,Negative,10,54,That was quite intense. I need to focus going forward.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7teyu6ff,6a1a044f8d5dd96837dc9ae7,Ade.,4nes3mql,True,2,1,2,Spatial reasoning,medium,medium_2,1,1,Neutral,14,66,"Some were tricky, but got 1. I should do better in the last block.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,1
7teyu6ff,6a1a044f8d5dd96837dc9ae7,Ade.,4nes3mql,True,3,1,3,Spatial reasoning,hard,hard_2,1,0,Neutral,1,5,hhumm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7teyu6ff,6a1a044f8d5dd96837dc9ae7,Ade.,4nes3mql,True,7,3,1,Working memory,easy,easy_1,4,1,Positive,2,12,Smashing it.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7teyu6ff,6a1a044f8d5dd96837dc9ae7,Ade.,4nes3mql,True,8,3,2,Working memory,medium,medium_2,1,1,Negative,3,16,no more smashing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
7teyu6ff,6a1a044f8d5dd96837dc9ae7,Ade.,4nes3mql,True,9,3,3,Working memory,hard,hard_1,1,1,Negative,1,6,hmmmmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97l3hijd,5b4991de56e0140001acb76b,Kebins,4nes3mql,False,1,1,1,Numerical reasoning,easy,easy_2,4,0,Positive,1,6,Great!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9chwblz2,62162ab583fc823e78c025e2,Sadie,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_2,4,0,Positive,3,14,That was cool.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9chwblz2,62162ab583fc823e78c025e2,Sadie,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_1,5,0,Positive,4,23,Really making me think.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9chwblz2,62162ab583fc823e78c025e2,Sadie,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,1,0,Neutral,8,39,That was a very difficult round for me.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
9chwblz2,62162ab583fc823e78c025e2,Sadie,4nes3mql,True,7,3,1,Working memory,easy,easy_1,5,0,Neutral,3,12,easy and fun,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2
9chwblz2,62162ab583fc823e78c025e2,Sadie,4nes3mql,True,8,3,2,Working memory,medium,medium_2,1,0,Negative,6,21,oh oh not so good now,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
9chwblz2,62162ab583fc823e78c025e2,Sadie,4nes3mql,True,9,3,3,Working memory,hard,hard_1,0,0,Negative,7,31,"I thought I had 1 right, bummer",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
bnjrpmdg,69df2ec1ca2069bf6eeea6b5,Declan,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_1,4,1,Positive,1,5,great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
bnjrpmdg,69df2ec1ca2069bf6eeea6b5,Declan,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_1,5,1,Positive,1,5,great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
bnjrpmdg,69df2ec1ca2069bf6eeea6b5,Declan,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_1,0,0,Negative,1,5,tough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
bnjrpmdg,69df2ec1ca2069bf6eeea6b5,Declan,4nes3mql,True,4,2,1,Working memory,easy,easy_2,5,1,Positive,1,5,great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
bnjrpmdg,69df2ec1ca2069bf6eeea6b5,Declan,4nes3mql,True,5,2,2,Working memory,medium,medium_1,3,1,Neutral,1,5,great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
bnjrpmdg,69df2ec1ca2069bf6eeea6b5,Declan,4nes3mql,True,6,2,3,Working memory,hard,hard_2,4,1,Positive,1,5,great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
cdeh4tzl,5ba292385301b80001c71ba2,Don,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_1,5,1,Positive,2,9,moving on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cdeh4tzl,5ba292385301b80001c71ba2,Don,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,2,0,Negative,2,8,not good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
cdeh4tzl,5ba292385301b80001c71ba2,Don,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,1,0,Negative,2,8,not good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
cdeh4tzl,5ba292385301b80001c71ba2,Don,4nes3mql,True,4,2,1,Working memory,easy,easy_2,3,0,Negative,2,8,not good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
cdeh4tzl,5ba292385301b80001c71ba2,Don,4nes3mql,True,5,2,2,Working memory,medium,medium_2,2,1,Negative,1,5,tough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
cdeh4tzl,5ba292385301b80001c71ba2,Don,4nes3mql,True,6,2,3,Working memory,hard,hard_1,0,0,Negative,1,5,baddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cy6zq9z6,56ad40ce5ea7aa000cbe1947,Vaughan,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_1,4,1,Neutral,11,51,"Most of those were very easy, but I glitched on one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
cy6zq9z6,56ad40ce5ea7aa000cbe1947,Vaughan,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,2,1,Negative,9,40,Need more than a minute on some of these,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cy6zq9z6,56ad40ce5ea7aa000cbe1947,Vaughan,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_1,2,1,Negative,3,12,I'm too slow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cy6zq9z6,56ad40ce5ea7aa000cbe1947,Vaughan,4nes3mql,True,4,2,1,Abstract reasoning,easy,easy_1,4,1,Neutral,6,32,Not sure how to process these...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
